dr7objid,dr8objid,objid,expAB_r
587741708884508788,1237667430109413484,1237667430109413484,0.5296685
587741708883787980,1237667430108692660,1237667430108692660,0.6266391
587741709396214364,1237667430621119296,1237667430621119296,0.8069357
587741708885950576,1237667430110855323,1237667430110855323,0.6162503
587741708884181189,1237667430109085879,1237667430109085879,0.523859
587741708884181064,1237667430109085752,1237667430109085752,0.78372
587741708883787906,1237667430108692600,1237667430108692600,0.6446863
587741709396017910,1237667430620922570,1237667430620922570,0.6903579
587741708886147292,1237667430111051969,1237667430111051969,0.6810855
587741709415940172,1237667430640844961,1237667430640844961,0.5560688
587741709416661065,1237667430641565757,1237667430641565757,0.4851906
587741709416726649,1237667430641631335,1237667430641631335,0.6073369
587741709416792103,1237667430641696794,1237667430641696794,0.668097
587741709416792261,1237667430641697049,1237667430641697049,0.8042614
587741709416792288,1237667430641697079,1237667430641697079,0.3423592
587741709416792293,1237667430641697086,1237667430641697086,0.3943699
587741709416857759,1237667430641762440,1237667430641762440,0.6163849
587741709416923282,1237667430641827998,1237667430641827998,0.8648764
587741709416988780,1237667430641893470,1237667430641893470,0.5897238
587741709416988801,1237667430641893490,1237667430641893490,0.1999802
587741709417185361,1237667430642090054,1237667430642090054,0.5938353
587741709417316396,1237667430642221095,1237667430642221095,0.3663271
587741709417447486,1237667430642352183,1237667430642352183,0.7455414
587741709417644181,1237667430642548857,1237667430642548857,0.8689534
587741709417644229,1237667430642548918,1237667430642548918,0.7675509
587741709417644280,1237667430642548978,1237667430642548978,0.9032068
587741709417709720,1237667430642614385,1237667430642614385,0.3947527
587741709417709755,1237667430642614410,1237667430642614410,0.3272242
587741709417840652,1237667430642745414,1237667430642745414,0.509629
587741709418299534,1237667430643204318,1237667430643204318,0.4827702
587741709418365042,1237667430643269722,1237667430643269722,0.4227404
587741709418496009,1237667430643400739,1237667430643400739,0.7930033
587741709418561647,1237667430643466326,1237667430643466326,0.8150302
587741709418954862,1237667430643859541,1237667430643859541,0.878744
587741709419020523,1237667430643925192,1237667430643925192,0.3248882
587741709419282499,1237667430644187247,1237667430644187247,0.4767407
587741709419413713,1237667430644318391,1237667430644318391,0.6756673
587741709419675775,1237667430644580456,1237667430644580456,0.5148319
587741709420724384,1237667430645629082,1237667430645629082,0.7598095
587741709420921036,1237667430645825815,1237667430645825815,0.4629502
587741709420986456,1237667430645891167,1237667430645891167,0.5219024
587741709421183174,1237667430646087885,1237667430646087885,0.5437462
587741709422493780,1237667430647398468,1237667430647398468,0.6222668
587741709423018094,1237667430647922789,1237667430647922789,0.230694
587741709423083595,1237667430647988287,1237667430647988287,0.2097606
587741709938655439,1237667431163559957,1237667431163559957,0.1759529
587741709938655313,1237667431163560016,1237667431163560016,0.9196177
587741709938917658,1237667431163822404,1237667431163822404,0.3820272
587741709939638449,1237667431164543201,1237667431164543201,0.3208168
587741709939638539,1237667431164543291,1237667431164543291,0.4261856
587741709939769388,1237667431164674078,1237667431164674078,0.8371916
587741709939835096,1237667431164739798,1237667431164739798,0.7651699
587741709940555853,1237667431165460553,1237667431165460553,0.9601637
587741709941211187,1237667431166115887,1237667431166115887,0.6875881
587741709941342374,1237667431166247079,1237667431166247079,0.2000044
587741709943374123,1237667431168278809,1237667431168278809,0.5872382
587741709944029411,1237667431168934098,1237667431168934098,0.3797618
587741709944750308,1237667431169655118,1237667431169655118,0.4620889
587741709945339992,1237667431170244764,1237667431170244764,0.2060433
587741709945536665,1237667431170441229,1237667431170441229,0.4281954
587741709945995536,1237667431170900222,1237667431170900222,0.4396835
587741709946060845,1237667431170965537,1237667431170965537,0.7275947
587741709946060930,1237667431170965618,1237667431170965618,0.5684017
587741709946454045,1237667431171358806,1237667431171358806,0.6946684
587741709946781849,1237667431171686538,1237667431171686538,0.3418806
587741709947109498,1237667431172014206,1237667431172014206,0.3987909
587741709947568240,1237667431172472968,1237667431172472968,0.482364
587741709947895853,1237667431172800624,1237667431172800624,0.4709488
587741709948158110,1237667431173062783,1237667431173062783,0.1707422
587741709948223654,1237667431173128342,1237667431173128342,0.4697403
587741709948354703,1237667431173259391,1237667431173259391,0.4417212
587741709948354724,1237667431173259408,1237667431173259408,0.6215854
587741709948420227,1237667431173324892,1237667431173324892,0.3810651
587741709948551203,1237667431173455908,1237667431173455908,0.4202039
587741709948682393,1237667431173587148,1237667431173587148,0.4567815
587741709949075516,1237667431173980318,1237667431173980318,0.1689913
587741709950320824,1237667431175225516,1237667431175225516,0.2358389
587741709950517299,1237667431175422106,1237667431175422106,0.5831071
587741709950517425,1237667431175422120,1237667431175422120,0.5498847
587741709950582965,1237667431175487679,1237667431175487679,0.7832012
587741709950582913,1237667431175487752,1237667431175487752,0.8066685
587741709950648509,1237667431175553269,1237667431175553269,0.3517415
587741709950779563,1237667431175684218,1237667431175684218,0.5872591
587741709950845039,1237667431175749742,1237667431175749742,0.5092677
587741709950910582,1237667431175815237,1237667431175815237,0.6612917
587741709951565841,1237667431176470548,1237667431176470548,0.4403445
587741709951565877,1237667431176470622,1237667431176470622,0.4117306
587741709951631535,1237667431176536204,1237667431176536204,0.2736018
587741709951828081,1237667431176732820,1237667431176732820,0.2693135
587741709952352333,1237667431177257029,1237667431177257029,0.1999914
587741709953007785,1237667431177912461,1237667431177912461,0.927843
587741709953728634,1237667431178633341,1237667431178633341,0.8807789
587741709953859655,1237667431178764378,1237667431178764378,0.2118679
587741709953925294,1237667431178830023,1237667431178830023,0.2728028
587741709954056287,1237667431178961036,1237667431178961036,0.3589785
587741709954121847,1237667431179026647,1237667431179026647,0.9437883
587741709954252959,1237667431179157645,1237667431179157645,0.5655038
587741709954252965,1237667431179157651,1237667431179157651,0.8009664
587741709954580566,1237667431179485283,1237667431179485283,0.7228693
587741709954580607,1237667431179485312,1237667431179485312,0.668085
587741709954777211,1237667431179681896,1237667431179681896,0.2778978
587741709955104778,1237667431180009487,1237667431180009487,0.8666124
587741709955104845,1237667431180009524,1237667431180009524,0.1999954
587741709955104792,1237667431180009586,1237667431180009586,0.9134495
587741709955170445,1237667431180075165,1237667431180075165,0.8320896
587741709955498113,1237667431180402820,1237667431180402820,0.483531
587741709955563534,1237667431180468314,1237667431180468314,0.8697767
587741709956546619,1237667431181451326,1237667431181451326,0.8598965
587741709956939855,1237667431181844571,1237667431181844571,0.7391567
587741709957333021,1237667431182237784,1237667431182237784,0.6962119
587741709957464191,1237667431182368897,1237667431182368897,0.4418082
587741709957857407,1237667431182762075,1237667431182762075,0.5925749
587741709957922942,1237667431182827674,1237667431182827674,0.6739184
587741709957988463,1237667431182893240,1237667431182893240,0.3874639
587741709958381643,1237667431183286330,1237667431183286330,0.633635
587741709958578386,1237667431183483119,1237667431183483119,0.423388
587741709958643762,1237667431183548499,1237667431183548499,0.1908343
587741709958840428,1237667431183745126,1237667431183745126,0.2866582
587741709959364699,1237667431184269382,1237667431184269382,0.8127494
587741709959430265,1237667431184334985,1237667431184334985,0.4707547
587741710489026584,1237667431713931286,1237667431713931286,0.5687022
587741710489157815,1237667431714062486,1237667431714062486,0.1324769
587741710489550949,1237667431714455653,1237667431714455653,0.3049466
587741710490599488,1237667431715504194,1237667431715504194,0.8262389
587741710490861804,1237667431715766545,1237667431715766545,0.7157171
587741710491975762,1237667431716880452,1237667431716880452,0.3137228
587741710492172415,1237667431717077282,1237667431717077282,0.5986905
587741710492434536,1237667431717339234,1237667431717339234,0.8679914
587741710492565631,1237667431717470367,1237667431717470367,0.6352457
587741710492827754,1237667431717732460,1237667431717732460,0.3960703
587741720672534648,1237667441897439384,1237667441897439384,0.9213773
587741720673124448,1237667441898029140,1237667441898029140,0.461541
587741720673190032,1237667441898094727,1237667441898094727,0.7290982
587741720673190042,1237667441898094739,1237667441898094739,0.3396653
